Tweet,HS,HS_Weak,HS_Moderate,HS_Strong
"Qiqiqiqiqi qädrúñ mahh apa aje boleh. Maklum GUBERNUR GAGAL       <br>1. <b>&quot;Urus sungai aje kagak bener,,, apalagi urusi negara... Wannabud sok²an mau urusi negara,&quot;</b> Geli gue. Hahaha 😁<br>2. <b>-- OKE OCE aje gagal, Gak mencapai target, tapi anggarannya besar banget. Gak ada audit sama sekali.</b><br>3. -- DP 0% Gagal, bukan utk orang miskin, <b>&quot;bukan utk kaum miskin gaji 4 jutaan UMR Jakarta&quot;,</b> tapi untuk kaum menengah ke atas. Anggarannye besar banget..<br>Lahan Munjul juga terdapat kasus korupsi, wannabud lemah dalam pengawasan bawahan, bahkan WANNABUD cenderung membuka <b>KRAN KORUPSI BERJAMAAH...</b><br>4. -- Naturalusasi sungai, Gagal, NOL BESAR <br>5. -- Jakarta Bebas macet,, GAGAL<br>6. -- Transparansi anggaran GAGAL, gak di upload ke YouTube atau gak di upload ke website resmi biar bisa dilihat masyarakat luas belanja apa aja.<br>7. <b>-- Sumur resapan Gagal, penuh genangan, penuh jentik nyamuk, penuh lumpur, harus dikuras, dan harus disedot buang airnya. Anggarannye besar banget. Gak ada audit sama sekali..</b><br>8. -- STOP reklamasi Gagal total, yang ada malah menerbitkan ribuan IMB untuk di pulau reklamasi.<br>9. -- Pembetonan pinggiran sungai GAGAL TOTAL,,<br>10. -- Setiap Ada masalah, wakilnya yang turun. Dia ngeless, Giliran ceremoni dan gunting pita dia yang nongol.<br>11. -- Toa untuk peringatan Banjir Gagal, cuma Omdo.<br>dan masih banyak lagi kerja nol prestasi wannabud....<br>👎👎👎<br><b><i>Saking kagak ada Prestasinye, di video buzzer anoess itu2 doang yang di tampilin : ngecat² trotoar, ngecat2 JPO, Ngangkat2 Kampung kumuh pinggiran sungai, Formula e (yg batal di Mark-up), JIS (yg diklaim hasil kerja wannabud), ganti2 nama (UnFAEDAH, kerjaan receh2), itu doang</i></b> itupun anggarannye penuh kasus, kagak transparan...<br>👉👉 Cuma ada 4 hal action untuk nutupin muka bopengnya wannabud selama 5thn di akhir masa jabatannya :<br><b>1. Sirkuit Formula e</b> <br>Padahal, berkat PSI &amp; PSIP beaya pembangunan sirkuit ini batal di Mark-up. pembangunan awalnya penuh mark-up dana namun digagalkan oleh PSI &amp; PDIP. Kadrun batal menggarong proyek ini.<br><b>2. JPO Phinisi di sudirman</b> yang menghabiskan dana 53 milyar. Tetap tidak urgen walaupun pake KLB/CSR. Biasa aja, karena tidak pernah transparan selama 5 tahun ini kemana itu trilyunan duit CSR dari para pengusaha. Koq cuma JPO ? Trilyunan dana CSR wannabud itu kemana?? Ada yg berani menelisik korupsi anoess ini ??<br><b>3. Stadion BMW</b> <br>Yang diganti namanya oleh anuss menjadi JIS. Diklaim oleh pengikut Anoess sbg hasil kerja anoess doang, <b>Padahal,</b> sukses pembebasan lahannya  melibatkan aksi gubernur2 sebelumnya... Dulu namanya taman BMW.<br>Beaya pembangunan JIS 4,5 T mayoritas menggunakan APBN negara, dana PEN (80%). Sempat mangkrak sebab APBD jakarta sudah habis digarong. maka dibantu oleh pemerintah pusat dari APBN, 3 Trilyun Lebih.<br><b>4. Kampung akuarium</b> padahal yg sukses dgn tegas menggusur kawasan kumuh ini adalah ahok. <b>Wannabud cuma tinggal enaknye doang, tinggal bangun, cari muka, utk mengangkat namanya.</b>  Padahal oleh ahok rencananya dibangunkan rusun dan agak di geser ke tempat aman. Namun Wannabud tampil carimuka membangun persis tepi sungai, dan tetap di zona merah. Tetap aja kebanjiran dan tidak sehat...<br><br>Selain 4 hal action diatas diakhir masa jabatannye, wannabud minim prestasi gemilang. Selebihnya standar aja sesuai item2 mata anggaran di APBD. Ngantor sesuai Hari kerja Layaknya Absensi ASN.<br><br>Oh iya, proposal2 minta duit tuhh dari ormas2 banyak kali ya???😁😁😁😁<br><br><b>Gue, sang pembuka fakta</b>",1,0,1,0
Keren dan teamnya,1,0,1,0
Sumpah gw terhibur..Mantap justin.👍👍,1,1,0,0
orang baik yg selalu kelebihan bzyar dari semenjak jd menteri sampai jd gubernur dki selalu kelebihan bayar,1,1,0,0
Pdi.p   .nangis   ...polll,1,1,0,0
"Rakyat sudah cerdas, rakyat nggak butuh calon pemimpin yg pandai menata kata, banyak bacot , nggak butuh bahasa bahasa tingkat dewa , bahasa bahasa normatif, yg di butuhkan rakyat program kongkrit apa utk mensehjaterakan rakyat, bisa menciptakan lapangan kerja utk generasi penerus bangsa 🙏",1,0,0,1
3 kuchiyose sannin legendaris pada ngumpul,1,1,0,0
Pembicaraan yg isinya daging semua🔥🔥🔥,1,1,0,0
​@John Xina 😝😜👻👻👻👻👻👻👻👻👻🤪🤪🤪🤪🤪🤪🤫,1,1,0,0
wakwaw out,1,1,0,0
Pengen nabok dada nya 🙏,1,1,0,0
Di tunggu di postcas om deddy,1,1,0,0
"Melihat para filsuf beradu teori membuka cakrawala dan jendela dunia, hmm sungguh kombinasi tridente maut layaknya makelele,thuram dan davids berjibaku mengolah sikulit bundar yang mempunyai visi misi daya jelajah di setiap sisi lapangan, memang paling cocok melihat podcast para filsuf ini ditemani dengan suguhan minuman empon&quot; serta soup anemon laut.",1,0,1,0
Baik sih baik..tapi kerja gak bisa..agak malesan dikit,1,1,0,0
Kaciman 🤣🤣🤣🤣,1,1,0,0
fix psikisnya kena,1,1,0,0
Mending Mencuri Start Daripada Mencuri Uang Rakyat Dan Uang Negara..😂😂,1,1,0,0
FAJAR&gt;WAK WAU&gt;DUSTIN 🤣,1,1,0,0
"Perlu dilestarikan ketiga orang ini,aset bangsa yg perlu dijaga habitatnya",1,1,0,0
ini apaan bangsattt,1,0,1,0
"Fajar sering minum minyak tanah ya, suaranya becek becek lepek gitu.",1,1,0,0
Bukan nyolong duit apbd <br>Tapi kelebihan bayar 😎,1,0,1,0
Mohon maaf nih saya mau menyinggung<br>Tp mukanya fajar emang muka goblog <br><br>Wkwk,1,0,1,0
😁😁😁😁 podcast yg sangat kerenn...memang pajar itu sangat berpotensi jadi artis... semangat terus yah pajar.. 👍💪💪,1,0,1,0
Ngakak liat komen nya,1,1,0,0
Boneka as bikin gaduh Nusantara keok Indonesia menang Prabowo presiden,1,1,0,0
Belum komplit kalo gaada mas mas madura wkwk,1,1,0,0
Gua perjalanan pulang dari dokter Satrio ke Cibitung Bekasi dengerin ini podcast dan akhirnya sekarang gua minum Oskadon karena pusing kepala gua aduh,1,1,0,0
Pak anies ke masjid itu sdh seharusnya sbg seorang muuslim. Bawaslu riweh banget mencari alasan,1,1,0,0
Anjing kenapa gua mau yah ngabisin waktu buat dengerin umang umang podcast lama lagi,1,0,1,0
Iki opo cok 😵,1,1,0,0
@Akagami D Shanks mimpiiiii kaalleeee,1,1,0,0
Sesadd,1,1,0,0
Kata macan kuning gw fajar seminggu lagi,1,1,0,0
Udah deh Vicky sama fajar jd Klopp,1,1,0,0
Dukses fajar,1,1,0,0
talkshow megalodon,1,1,0,0
"Konten ini isinya daging semua, tapi daging babi",1,0,1,0
Awowkwkwk,1,1,0,0
bentar lg muncul di chanelnya tretan muslim wkwk,1,1,0,0
@mr.stoicism&#39;🗿⃫⃟ biar di anggap cewek/cowok modern aowkwowk,1,1,0,0
Daerah manah bro,1,1,0,0
"Ente, anta...? Untaa~ ngakak coook",1,1,0,0
Metrotivu sudah sholeh.,1,1,0,0
Wajahnya memicu baku hantam... serangggg😆😆😆😆😆😆,1,1,0,0
Combo macam ava ini 😍😆,1,1,0,0
CIE CIE ORANG2 PDIP NGIRI AMA SOSOK ANIS YANG PENGANGGURAN HAHAHAAA.,1,0,1,0
"@Genghis Khan The Great canda, lagian nama akun anda terkenal akan hal hal itu wkwk",1,1,0,0
"Duet sangat menjanjikan, terutama prabowo karna setelah sosok jokowi prabowo adalah orang yg tepat untuk melanjutkan progrqm jokowi terutama untuk mengangkat harkat martabat bangsa ini dimata dunia.",1,0,1,0
Dasar politikus bodoh ngawur  ngak punya etika karna jabatan,1,0,1,0
Nah ketahuan sekarang KPU yang tidak punya aturan pak Anis yang diributkan.,1,1,0,0
Podcast AKHIR ZAMAN,1,1,0,0
"Sy kira selama Si Yoh Anus pengangguran mending jualan obat dulu pasi laku,ntar biar buat kampanye ga ngutang",1,1,0,0
"Thank you MLI akhirnya sekian lama saya penasaran bahasa alien kek mana , akhirnya terjawab sudah",1,1,0,0
Pengen liat dong wakwaw maen lato-lato,1,1,0,0
"Buaaaar YANG SAKIT HATI MULAI KETAKUTAN DAN KHAWATIR, ANIS TERTINGGI LEBIH DI GOEGLE TRENDS, ANIS HEBAT ANIS HEBAT KWAK KWAK KWAK KWAK KWAK, HANYA ORANG BODOH YG MENJEGAL ANIS",1,1,0,0
"@Susanto Tarno sekedar bertanya, akalnya masih sehat atau sudah k*<b>la</b><br>Mungkin inilah akibat terlalu lama berenang di kolam yg banyak cebongnya.",1,1,0,0
"Sukses selalu buat fajar &amp; komedian lainnya,, semoga KIB, selalu menampilkan fajar sad boy di KIB,,lucu bnget &amp; kocak 🤣🤣🤣",1,1,0,0
Pengamat ini lgi,1,1,0,0
2 alien mewawancarai manusia genangan airrr🤣🤣🤣🤣,1,1,0,0
Perasaanmu saja..,1,1,0,0
Semoga lekas di pertemukan jodoh dan dikaruniai keturunan 🤲,1,1,0,0
"Tahu apa kamuuu ,pecatan kok cerdas sekolah dimana kamu bacott",1,0,1,0
"Saya lihat dari cara berbicara di antara ketiganya, FAJAR terlihat jauh lebih DEWASA..",1,1,0,0
Woi ajg baru 40 detik cok wkwk,1,0,0,1
"Sebelum ada nya penyakit covid setiap detik, setiap menit ,setiap jam, setiap har,i setiap minggu setiap bulan, pun banyak orang yang meninggal karena memang takdir dari tuhan . Kematian itu tidak ada yang tau . Jadi so kematian di jaman sekarang jangan di besar besarkan karena penyakit corona !",1,0,0,1
adi priyitni pengamatnya ganjar,1,0,1,0
ketika ketiga cendikiawan asal mesopotamia di pertemukan untuk menyelesaikan masalah umat venus,1,1,0,0
Opening &amp;##&#39;®¢¥`•√`{¥}|∆ 😅,1,1,0,0
Cie cie ada yg kebakaran jenggot... pilkada di undur biar anies gk maju d pilkada.. eh malah bikin keuntungan buat anies sebagai warga biasa bisa jln2 kemana2.... klu msh menjabat jd  gub kok jln2 itu yg kurang ajar...,1,0,0,1
Beginilah trik pki di masa laluu,1,0,1,0
"Boleh nih masuk tanpa arah, duet sama ebel",1,1,0,0
beli aja untanya dari australia...,1,1,0,0
"mutan tipe baru, fajar sadboy",1,1,0,0
"Yang gak baik kayak tata kata angin syorga  <br>ok oc gagal, dp 0% tipu2, reklamasi bilangnya stop gak taunya aseng kasih harga tanah gila2an.<br>😅😅😅<br><br>Jejak digital emang kejam drun<br>Kota Reklamasi Pinggir DKI Muncul, Tanahnya Tembus Rp40 Juta!<br><br>Emir Yanwardhana, CNBC Indonesia<br>NEWS<br>Rabu, 06/04/2022 <a href=""https://www.youtube.com/watch?v=Yil1CtunAKc&amp;t=12m11s"">12:11</a> WIB",1,0,1,0
"@ARTA JAYA ALUMINIUM makanya harus pinter pilih pemimpin yg bner slmtkn NKRI dari kelompok radikal, sadis politik identitas itu",1,1,0,0
Masa bodoh<br>Ngapaian di hiraukan<br>Pak Anies<br>Lanjut terus pak anies,1,0,1,0
ADI PRAYITNO ga usah keluar di TV survey bayaran oligargi SAMPAH,1,0,1,0
Wak waw kebanyakan diem 😂,1,1,0,0
Hati hati ujung ujungnya...saya cuma kwatir aja indonesia mau kebawa kemana...,1,1,0,0
Mutan mutan sedang berbicara,1,1,0,0
"45 menit, 40 detik.<br>Obrolan para filsuf,<br>daging semua, <br>sangat menginspirasi.<br>🙏🙏🙏",1,1,0,0
"Jiahhh deklarasi dah seabad tapi koalisinya gak jelas,dukung ja agar menjadi capres abadi nasdem",1,1,0,0
"MASIH BELUM JELAS KA ! INI  NYA SELALU BERDOA YG BAIK, ITU FAJAR BAGAIKAN CICAK TERTINDIS TAMPURUNG KELAPA🧐",1,1,0,0
Kasian. Mati makan hoax.,1,0,0,1
Dustin ssssaaaattttt !!!! 😂,1,1,0,0
"Yang lain gk mau start,",1,1,0,0
"semoga dapat pasangan khalal yang bisa diajak hidup bersama , dan bisa d anugerahi keturunan yg Soleh Solehah 🙏🙏🙏",1,1,0,0
pasti orang yang suka korupsi takut dengan jadi presidennya bapak anis ini,1,1,0,0
MANTAP MLI…. Selalu bisa mengumpulkan org2 berbeda… hanya org2 terpilih yang mengerti pembicaraan mereka ke arah mana…. 😂😂😂😂😂😂,1,1,0,0
Mantan adalah manusia setan,1,0,0,1
puyeung,1,1,0,0
"Masyarakat sudah pandai dan sadar,  sehingga sebagian besar tidak akan memilih calon pemimpinnya yang kurang bermoral.",1,1,0,0
Hehe.klo yg ngomong anis atau para pendukungnya...bgi mereka sah2 saja.<br>Biarkanlahh anis bahagia dg kalimat2 nyaa..<br>Kita ketawa aj,1,1,0,0
Biarkan Anis keluyuran. masyarakat sdh  cerdas saya yakin Anis gk akan menjadi calon tetap semua masih wacana,1,1,0,0
Cuman dustin yg bisa ngertiin fajar 😅,1,1,0,0
"Dustin terlihat lebih unggul dan terlihat normal ketika ber podcast dong pun ah dengan 2 terumbu karang kepulauan Solomon. Semangat fajar, walau rambutmu berat sebelah",1,1,0,0
"Al Qur&#39;an atau hadits: orang tua nya lah yang menjadi kan nya Yahudi, nasrani dan Majusi?",1,1,0,0
MATA= Meninggalkan Aku Tanpa Alasan. <br>Fajar sadboy 2023,1,1,0,0
dengan segelas air lalu pasien tak sembuh kwkwkwkwwkw,1,1,0,0
Jgn berbelit belit Kasi Keterangan ..<br>Bersiraturrahmi Kemana mana Bahkan Sampai ke Aceh Itu Bukan Warga Biasa ..!<br>Jujur saja Cari Simpati Kampanye Gratis Tanpa Modal ..👉,1,1,0,0
Wakwau jadi npc,1,1,0,0
Iniikan yang kaliann tungguu😭,1,1,0,0
OMONG KOSONG......ANIS...,1,1,0,0
"Kisah cinta fajar, mirip dengan film Roman picisan",1,1,0,0
"@Muhammad Abdurrauf pemikiran anda terlalu jauh, masak iya gpp mati asal ada yang lahir ... Mass sampean ngaji nya di luruskan dulu jangan ngaji di goole mbok yo supaya tau arti dan makna nya orang bicara ...",1,0,0,1
Up majalengka juga ... :),1,1,0,0
Nice. Top global bentar lagi,1,1,0,0
"Habis lord Rangga terbitlah 3 panglima tatanan dunia, in memoriam lord rangga🥀",1,1,0,0
akhirnya 3 SANNIN legendaris penakluk perang berkumpul,1,1,0,0
The Next Generation MLI,1,1,0,0
nyimak cebong vs kadrun,1,0,0,1
Fajar sadboy adalah org yg pertama kali menelepon alexander graham bell.,1,1,0,0
Hadir no1,1,1,0,0
Adi kamu itu dukung Prabowo Ganjar ga usa abu abu Adi.. aku g suka pakai satir satir blenekkk,1,0,1,0
"TRUS, APA KATA BAWASLU TERHADAP PEJABAT2 TINGGI YANG SKRG SIBUK BERKAMPANYE? SIAPA YANG MEMBEAYAI MEREKA? SIAPA YANG MENGGAJI MEREKA, SIAPA YANG KASIH FASILITAS UTK MEREKA ⁉️",1,1,0,0
"ketika filsuf cina , yunani dan jamaica duduk bareng.",1,1,0,0
"Wajarlah PDI-P pemenang pemilu mendapat porsi nya lebih dari partai yg lain , pemegang golden ticket menentukan / mengajukan.sendiri.pasangan capres &amp; cawapres nya , oleh karenanya jika Gerindra ingin berkoalisi dgn PDI-P, wajar aja porsi capres diserahkan pada PDI-P untuk diisi kadernya ........<br>Bravo pasangan duet Ganjar Pranowo sbg capres &amp; Prabowo Subianto sbg cawapres , semoga pasangan ini.dapat berkolaborasi dgn baik.demi. kemajuan NKRI ....!!!",1,0,1,0
"Dustin berasa paling pinter, padahal gak lebih pinter dari fajar.",1,1,0,0
"wis wayahe....Indonesia di pimmpin seorang yg memiliki kecerdasan intelektual dan kecerdasan spiritual...spy bangsa ini maju ,pola pikirnya jalan pikirnya dan maju dalam tatanan peradaban berbangsa dan bernegara serta merasakan penghidupan yg layak yg adil dan yg makmur yg berbhineka tunggal ika  berbeda - beda tetapi tetap satu.<br>seperti pelangi nanindah",1,1,0,0
Pak Anies rakyat bkn pejabat itu Uda garis tangan yg Allah turunkan jadi bebas jalan 2 keseluruh ind semoga Allah melindungi pak Anies dimanapun berada dan jadi RI 1 yg amanah BKN pembohong,1,1,0,0
"Bangsat ni bertiga, bikin gw ngakak.<br>Padahal gw lagi sedih karena ada masalah hati",1,0,1,0
"Prabowo, Ganjar, dan  Puan juga boleh melakukan hal yang sama ....<br>Perkara yang nyambut sedikit, ya lain persoalan ....",1,0,1,0
"udah lupa dg covid,. Tbtb tadi search Krn abis nonton tayangan komedi saat 2th lalu",1,1,0,0
Kaga asik,1,1,0,0
Prabowo Ganjar is the best for indonesian nothing more,1,0,1,0
Openingnya pening,1,1,0,0
APAPUN NAMANYA YOHANES ANIES KADROEN MURTADUN KADAL GURUN<br>CURI STAR MASA KAMPANYE BLOM MULAI.,1,1,0,0
"5% + 5% = 15%, watdefak",1,1,0,0
"YG JALAN2 MASIH MENJABAT, PAKE UANG NEGARA, SAMBIL COPRAS CAPRES KOK GAK DIURUS ??? 😇😇😇",1,1,0,0
Bismillah 🤲💖,1,1,0,0
"Barakallahu fiik,,,",1,1,0,0
"Sekarep mu wae lah,  liat nanti ajah 2024 kita mah.",1,1,0,0
"terima kasih MLI telah menghadirkan para tokoh abad ini <a href=""about:invalid#zCSafez""></a>",1,1,0,0
Trimakasih atas wawasan terbarunya yg sangat bermanfaat untuk memancing emosi :),1,1,0,0
Wkwkwkwkwkw bener jg bg,1,1,0,0
Pidati AHY hany retorila dan banyak tidsk sesuai.kenyataan tapi percayalah rakyat indonesia sdh pintar tidak akan termakN dgn.narasi seperti ini terbukti tingkat kepuasan masyarakat diperintahan jokowi menjaoai 80&quot;%,1,1,0,0
Absurd parah 😂,1,1,0,0
"Masya Allah ustad.. terimakasih pencerahannya atas opini yg beredarini, takut merusak .. semoga saya segera bertemu jodoh, menikah dan segera memiliki keturuanan yg soleh/solehah",1,1,0,0
Obrolan ini lebih penting daripada obrolan di Bali G20 kemarin!!!!,1,1,0,0
"Pinter bikin patung bambu, bikin parkiran air, bikin anggaran pendidikan fiktif, pinter nyumbang ormas radikal,,, 😁😁😁",1,1,0,0
"WADUH... nonton kaya gini nih harus pake mode malam.. <br>Sambil rebahan mata merem, cukup dengerin suaranya aja.. <br>Takut kebawa mimpi Cok !!!",1,1,0,0
Baik menurut jubirnya.<br>Belom tentu baik menurut masyarakat,1,1,0,0
Akhirnya cendekiawain terbesar abad ini berkumpul. Smoga pertemuan mereka menghasilkan ide ide revolusioner,1,1,0,0
MLI soundnya kecil bgt dahh,1,1,0,0
Dan.... Inilah.. Yg ku tunggu.. TRIO LORD..,1,1,0,0
"Boleh nanya , coky anwar kmna ya",1,1,0,0
Aamiiin YRA 🤲🙏,1,1,0,0
Sangat sangat teredukasi aku,1,1,0,0
DUAAARRRR....,1,1,0,0
Terima kasih telah menginspirasi kami🙏,1,1,0,0
"ini kalo influencernya denger, malu banget seharusnya. Dikatakan dengan halus sangat oleh UAH, tapi mak jleb dalam sekali. Semoga semua mendapat rahmat ALLAH untuk berubah lebih baik",1,1,0,0
Setelah melihat video ini..aku menjadi lebih banyak bersyukur pada Tuhan 🥲🥲🥲,1,1,0,0
Anis licik,1,1,0,0
Kebayang gue kalo diem disitu ..,1,1,0,0
HALU sampeyan?,1,1,0,0
Akhirnya bang @Hensat jadi jubir resmi pak Anies😂 suka gemes liat yg bantet2 begini malah klo ngomong lucu lagi😅,1,1,0,0
Sejatinya gw takut nonton konten ini 🤣,1,1,0,0
Obrolan mereka terlalu berat dan filosofis,1,1,0,0
Kok cape ya mentalku nonton ini🤔,1,1,0,0
Lumayan buat nambah nambah daftar Pustaka Skripsi saya....,1,1,0,0
Fajar komedian murni😂😂,1,1,0,0
Dasar lu...baru jadi team sukses Anies Baswedan sdh sok jago.<br>Curi start y curi start...jadual kampanye saja belum ada dari KPU...ngaca diri donk...pakai istilah head start segala 🤪,1,0,1,0
Dustin kelihatan lebih cerdas. 😄,1,1,0,0
Pengamat politik ini.. sekarang sudah jadi corongnya tukang ngibul.. dan ia kelihatannya sudah mulai ketularan virus ngibulnya..,1,1,0,0
"Alhamdulillah..<br>Mantabs, Rindu..Haru..<br>Salam perubahan untuk perbaikan NKRI tercinta..",1,1,0,0
Pasti bagus kalau ad acara talkshow . Host nya mereka bertiga🤣,1,1,0,0
ebell nya mana,1,1,0,0
Assalamuallaikum....<br><br>Saya sangat menghormati dan mendukung pak Anis....jika memproritaskan mengunjungi .... menghibur ...mendukung dan memberikan sumbangan sembako....kepada masyarakat tanah merah plumpang yg menderita akibat kebakaran yg besar  dan ada 16 orang yang meninggal.....<br>Pak Anis...sangat di tunggu ya...In Syaa Allah.....<br>Aamiin YRA..,1,0,0,1
Ini sangat butuh perhatian.. kasian para nakes,1,1,0,0
Temenan sama dustin seru deh klo salah dibenerin tapi  gk dipojokkin jadi keadaan gk canggung .,1,1,0,0
Sy kira asal tidak bertentangan dgn konstitusi. Dan tidak pkai uang negara,1,1,0,0
"Tidak perlu panik, ini masih 100.00 jiwa aja. Ini jumlah yang masih SEDIKIT.",1,1,0,0
Pesikopat molai jula Juli lambe lamis sok suci sok demokrasi rakyat TDK butuh ucapan tapi butuh Kenya ta an pak Jokowi tetap esthebest di mata selutmruh rakyat Indonesia 💪💪💪💪,1,1,0,0
Presiden FIFA harus tau pembahasan penting ini,1,1,0,0
Partai lain dan bacalon lain juga melakukan yang sama sebetulnya  tapi  sepi😅😅😅jadi gak ter sebar,1,0,1,0
Dustin paling pinter...<br><br><br>Diantara 3 org ini,1,1,0,0
Fajar ngadepin Dustin cocok sih,1,1,0,0
Anus basceleng,1,1,0,0
GombaL2 tok,1,1,0,0
"Fajar ini bodok kali ku liat<br>Sama mantannya mau aja ngmg2..<br>Kalo gw di posisi fajar, cwe begitu gw usir c*k <br><a href=""http://www.youtube.com/results?search_query=%23fajarperlupendidikan"">#fajarperlupendidikan</a>",1,1,0,0
Pendukung Anies Baswedan adalah para pengagum Sugik Nur <br>Jadi maklumi aja ... 😅😅😅😅😅😅,1,1,0,0
Gue sulit mu susun kata kata nya nih buat skripsi,1,1,0,0
Sungguh sangat membantu yah beliau beliau ini..,1,1,0,0
@Dimas Angga massa??? Ahh... Masaaasiihh??,1,1,0,0
"<a href=""https://www.youtube.com/watch?v=gJT_LXs1vaA&amp;t=18m18s"">18:18</a> dustin akhirnya minta tolong",1,1,0,0
Salah ndiri kanapa juga PILKADA ditunda ... andai pilkada tdk ditunda .. mungkin Pak Anies sekarang masih sibuk kerja bukan sibuk jalan2 keliling Indonesia ..,1,1,0,0
Aku suka sama pengamat Adi Prayitno.<br><br>Orang lg ibadah umroh politik di bawa_bawa kok.,1,1,0,0
"Jangan membenarkan yang salah, nanti akhirnya kalah",1,1,0,0
"Orang beriman itu selalu menyambung silaturahmi,tetangga sebelah gak usah panas,walau Pk Anies jadi Presiden nantinya",1,1,0,0
ANJENG 45 MENIT EXTENDED VERSION,1,0,0,1
"Setelah melihat podcast ini,tanpa sadar saya ingin membunuh tetangga saya",1,0,0,1
Aamiin ya Rabbal&#39;alamiin,1,1,0,0
REUG REUG GURUNDA 🙏☕,1,1,0,0
Welcome back klik Adi,1,1,0,0
Satt kenapa gue nonton sampe habis!!!!,1,1,0,0
GJLS punya saingan,1,1,0,0
Anjir. kok bwa nma&quot; filsafat,1,0,0,1
"Sebagai rakyat dan belum didaftarkan sebagai capres P Anies RB bebas jalan jalan kemana aja, yang jadi aneh kok pada ribut....",1,1,0,0
"Tin,,lu jadi kelihatan pintar diantara mereka",1,1,0,0
Fajar yes,1,1,0,0
1 senter 3 ekor wkwkwkkwkkk,1,1,0,0
Hadir nyimak bang......,1,1,0,0
Ini siapa ya.....klu enggak melanggar kok banyak yg gonggong...😊😊,1,1,0,0
"Gua dengerin Dustin ngomong aja udh puyeng,,<br>Dustin ngobrol sama wak waw tambah puyeng,,<br>Ini malah di tambah 1 lagi si fajar,,<br>MELEDAK kepala gua,<br>🤣",1,1,0,0
Itu menteri yg sosialisasi menggunakan palitas negara ngak ada kalian yg sorot ti anies tak pakai pasilitas negara,1,1,0,0
cape sama iklanha banyk bgt,1,1,0,0
MAHAKARYA LUAR BIASA,1,1,0,0
"Setelah melihat ini, kayaknya om deddy nanyain perawan lebih baik",1,1,0,0
Jika pemilu di lakukan dgn jujur <br>Kayaknya tdk menjanjikan,1,0,1,0
LHA SEBELAH PIYE WIS ONO CALONNE URUNG ?,1,1,0,0
Klo bagus ga perlu ke australi ahaha mau aja LG di suruh2,1,1,0,0
Aku baca semua comen&quot; terngakak&quot; 😁😁,1,1,0,0
HANYA SE BANGSA JIN YG PADA KE BAKARAN...,1,0,0,1
Klik adi yang ini,1,1,0,0
"Fajar Sadboy yang merupakan filsuf analitik khas didikan Saul Kripke di sini berdialektika dengan Sony Wakwaw yang berasal dari aliran filsuf kontinental khas mazhab Frankfurt untuk menemukan titik terang antar kedua aliran filsfat agung itu demi menghasilkan spektra logika tertata khas Indonesia di kancah akademik sekaligus hiburan. Terima kasih Prof. Sony Wakwaw, Ph.D dan Prof. Fajar, <a href=""http://m.si/"">M.Si.</a>, MIRKH",1,1,0,0
Dari Video ini kita telah belajar tentang bagaimama spesies vertebrata berkomunikasi satu sama lain,1,1,0,0
"45.40 alhamdulillah saya bisa tonton sampai akhirr,, <a href=""http://www.youtube.com/results?search_query=%23elusdada"">#elusdada</a>😡😅",1,1,0,0
SAYA RAKYAT KECIL MOHON TIDAK BANYAK FITNAH.DAN SILAHKAN ORANG INDONESIA YANG INGIN MAJU CAPRES SILATUROHIM KE RAKYAT,1,1,0,0
